GEM location ID,bus_id
L100000808954,way/311103617-765
L100000830224,IN42-765
L100000800565,IN191-765
L100000830223,way/386018740-765
L100000830226,way/372701897-765
L100001020374,IN206-765
L100000800497,IN302-765
L100000800498,IN302-765
L100001020386,IN206-765
L100001020608,IN42-765
L100000830243,way/1072445901-400
L100000830244,way/409112085-765
L100000800503,way/386018740-765
L100000830253,way/315823978-765
L100001020403,way/311571096-765
L100000808956,way/386018740-765
L100000800457,way/492377703-765
L100000800458,IN230-765
L100000800459,way/492377703-765
L100000800510,way/409798382-400
L100000830257,way/801704865-765
L100000830258,way/315823978-765
L100000800401,way/1206014676-765
L100000800403,way/1206014676-765
L100000830261,way/1207477934-765
L100000830263,way/386018740-765
L100000800671,way/386018740-765
L100000800385,way/293597835-765
L100000800717,way/1207477934-765
L100000800672,way/315823978-765
L100000800460,way/355560316-765
L100000800781,way/655683221-765
L100001020260,way/425401901-765
L100000800673,way/386018740-765
L100001020117,way/201845280-765
L100000800701,way/1207477934-765
L100000800513,way/801704865-765
L100000800548,way/801704865-765
L100000829409,way/1206014676-765
L100000829410,way/1206014676-765
L100001042418,way/1078426593-765
L100001042550,way/1078426593-765
L100000829411,way/801704865-765
L100000829412,way/545571850-765
L100001041892,way/688672798-765
L100001042483,way/688672798-765
L100000829414,way/801704865-765
L100000829413,way/801704865-765
L100001041554,way/386018740-765
L100001041586,way/386018740-765
L100001042159,way/293597835-765
L100001042588,way/209826798-765
L100000829415,IN798-765
L100001042201,way/608461884-765
L100001042204,way/608461884-765
L100001042207,way/608461884-765
L100001041719,IN642-765
L100001042096,IN642-765
L100000829417,way/1207477934-765
L100001041386,IN10-765
L100001041403,IN10-765
L100001041462,way/293597835-765
L100001041992,way/293597835-765
L100001042118,way/293597835-765
L100001042119,way/293597835-765
L100001042642,way/293597835-765
L100001042120,way/293597835-765
L100001042121,way/293597835-765
L100001042123,way/293597835-765
L100001042160,way/293597835-765
L100000829418,way/1207477934-765
L100001042578,way/492377703-765
L100000829420,way/315823978-765
L100001041841,way/293597835-765
L100001041638,IN798-765
L100000829421,way/360424761-765
L100000829422,way/466424134-765
L100000829423,way/466424134-765
L100001041546,IN798-765
L100001042009,IN798-765
L100000829425,way/801704865-765
L100001041423,way/801704865-765
L100001041583,way/801704865-765
L100000829430,way/408924420-765
L100001041763,IN42-765
L100001041527,way/910151268-765
L100001041551,way/910151268-765
L100000829432,way/209826798-765
L100001042048,way/331275940-765
L100001042050,way/331275940-765
L100001042051,way/331275940-765
L100001042052,way/331275940-765
L100001042053,way/331275940-765
L100001042509,way/331275940-765
L100001042627,way/331275940-765
L100001042279,way/201845280-765
L100001042433,way/1127651311-765
L100001042113,way/372701897-765
L100000829434,way/409112085-765
L100000829435,way/409112085-765
L100000829436,way/923365745-765
L100000829437,way/923365745-765
L100000829438,way/923365745-765
L100000829439,way/923365745-765
L100000829440,way/923365745-765
L100000829441,way/923365745-765
L100001041823,way/386153973-765
L100000829442,way/293597835-765
L100000829443,way/386018740-765
L100001041342,way/688672711-765
L100001041693,way/331275940-765
L100000829444,way/910151268-765
L100001041409,way/311933111-765
L100001042369,way/311933111-765
L100000829445,way/425401901-765
L100001042147,way/355560316-765
L100001042148,way/355560316-765
L100001041392,IN803-765
L100001041944,IN798-765
L100001041998,IN803-765
L100001042261,IN798-765
L100001042262,IN798-765
L100001042267,IN798-765
L100001042268,IN798-765
L100001042503,IN803-765
L100001041894,way/342204888-765
L100001042515,way/342204888-765
L100001042303,way/545571850-765
L100001042305,way/545571850-765
L100001042307,way/545571850-765
L100001042308,way/545571850-765
L100000829446,IN145-400
L100000829447,IN145-400
L100000829448,IN145-400
L100001041408,way/1206014676-765
L100001041528,way/1206014676-765
L100001041547,way/1206014676-765
L100001041548,way/1206014676-765
L100001041995,way/1206014676-765
L100000829449,way/425401901-765
L100000829450,way/1207477934-765
L100000829451,way/1207477934-765
L100001042623,way/118228036-400
L100001041915,way/201845280-765
L100001042492,IN642-765
L100000829452,way/686891085-765
L100000829453,way/686891085-765
L100000829454,way/1265496720-400
L100000829455,way/1265496720-400
L100000829456,way/1265496720-400
L100000829457,way/1265496720-400
L100001041791,IN684-765
L100001041728,way/492377703-765
L100001042236,IN803-765
L100001042248,IN803-765
L100001042085,way/293597835-765
L100000829458,way/429459345-765
L100001042014,IN201-765
L100001042163,way/608461884-765
L100001042580,way/608461884-765
L100001042399,way/759521252-765
L100001041345,IN798-765
L100001041641,IN798-765
L100001041989,IN798-765
L100001041991,IN798-765
L100001042194,IN798-765
L100000829459,way/751947947-765
L100001041381,way/492377703-765
L100000829461,way/311954703-765
L100001042430,way/1127651311-765
L100001042431,way/1127651311-765
L100001042434,way/1127651311-765
L100001042438,way/1127651311-765
L100001042439,way/1127651311-765
L100001042440,way/1127651311-765
L100001042441,way/1127651311-765
L100001041608,way/1207477934-765
L100001041589,way/409112085-765
L100001041401,IN108-765
L100000829462,IN599-765
L100001042349,IN400-765
L100001041761,way/492377703-765
L100001042428,way/1127651311-765
L100001041519,way/355560316-765
L100001042605,IN171-765
L100000829467,IN341-400
L100000829468,way/318090288-765
L100001041847,way/429459345-765
L100001041541,way/372701897-765
L100001041748,way/372701897-765
L100001042319,way/801704865-765
L100001041426,IN599-765
L100001041834,IN599-765
L100001041618,way/801704865-765
L100001041621,way/801704865-765
L100001042055,IN529-765
L100001041716,IN194-765
L100001042488,IN191-765
L100001041883,IN105-765
L100001041736,way/311176519-765
L100001042281,IN246-765
L100001042352,IN269-765
L100000829471,way/245128370-765
L100001041434,way/631917408-765
L100001042105,way/631917408-765
L100001041496,way/355560316-765
L100001041785,way/355560316-765
L100001042010,way/355560316-765
L100001041389,way/386153973-765
L100001042170,IN137-765
L100001042594,IN137-765
L100001042073,IN163-765
L100001042568,IN163-765
L100000829473,IN148-765
L100000829474,IN148-765
L100000829475,IN148-765
L100001041267,IN148-765
L100001041746,IN159-765
L100001041884,IN148-765
L100001041896,way/686891085-765
L100001041908,way/686891085-765
L100001042490,way/686891085-765
L100001041715,IN163-765
L100001041455,IN659-765
L100001041460,IN659-765
L100001041845,way/311571096-765
L100001041832,way/323266562-765
L100001041396,IN607-765
L100001041710,IN218-765
L100001041837,way/793144832-765
L100000829478,way/372701897-765
L100001042211,way/315477169-765
L100000829479,IN148-765
L100000829480,IN148-765
L100001041855,way/293597835-765
L100000829481,way/492377703-765
L100000829482,way/355560316-765
L100001041937,way/193216698-765
L100001041481,way/372701897-765
L100001041549,way/372701897-765
L100001041876,way/372701897-765
L100001042390,IN599-765
L100001041422,IN325-400
L100001042059,IN529-765
L100001042473,way/688672798-765
L100000829485,way/355560316-765
L100001041725,way/429459345-765
L100000829487,way/386153973-765
L100000829488,way/466424134-765
L100000829489,way/801704865-765
L100001042373,way/311933111-765
L100001042647,way/311933111-765
L100000829490,way/492377703-765
L100000829491,IN163-765
L100000829492,way/355560316-765
L100000829493,way/355560316-765
L100000829507,way/686891085-765
L100000829508,way/686891085-765
L100000829509,way/686891085-765
L100000829510,way/686891085-765
L100000829511,way/686891085-765
L100001042035,way/688672798-765
L100001042636,way/1127651311-765
L100000829496,way/688672798-765
L100001041288,way/355560316-765
L100000829497,way/355560316-765
L100000829498,way/466424134-765
L100001042377,way/196563905-765
L100001041380,way/466424134-765
L100000829499,IN163-765
L100001041333,way/408924427-765
L100001042080,way/654736039-765
L100001041697,IN215-765
L100001042138,way/311571096-765
L100000829500,way/801704865-765
L100001042546,way/688672711-765
L100001042673,way/688672711-765
L100000829502,IN798-765
L100000829503,way/654736039-765
L100001041286,way/331275940-765
L100001042641,way/423166766-765
L100001041651,IN798-765
L100000829505,way/331275940-765
L100001042429,way/1127651311-765
L100001042346,way/840600239-765
L100001041431,IN167-765
L100001041312,way/801704865-765
L100001041568,way/801704865-765
L100000829506,way/608461884-765
L100001041602,way/801704865-765
L100001042072,way/631917408-765
L100001041391,way/372701897-765
L100001041681,way/372701897-765
L100001041711,way/688672711-765
L100001042419,way/688672711-765
L100001042672,way/688672711-765
L100000829513,way/1207477934-765
L100001041448,way/318090288-765
L100001041655,way/801704865-765
L100001042665,way/429459345-765
L100000829515,way/355560316-765
L100000829516,way/355560316-765
L100001041796,way/466424134-765
L100001041916,way/466424134-765
L100001041538,way/793144832-765
L100001042008,way/793144832-765
L100001041373,IN201-765
L100000829517,IN286-400
L100000829518,IN286-400
L100000829519,IN286-400
L100000829520,IN286-400
L100001042398,way/96821783-400
L100001042391,IN586-765
L100001042511,IN586-765
L100001041882,way/654736039-765
L100001042079,way/654736039-765
L100001042564,way/654736039-765
L100001042570,way/654736039-765
L100001042116,way/492377703-765
L100001041698,way/1415199647-765
L100001041321,way/193216698-765
L100001041430,way/193216698-765
L100001042522,way/193216698-765
L100000829526,way/655683221-765
L100000829527,way/655683221-765
L100000829528,way/655683221-765
L100001042357,way/352619220-765
L100000829530,way/492377703-765
L100001042383,way/311103617-765
L100000829531,IN199-765
L100000829532,way/293597835-765
L100000829534,way/655683221-765
L100001041788,way/315824842-765
L100001041789,way/315824842-765
L100000829535,way/311176519-765
L100001041278,way/372701897-765
L100001041737,way/372701897-765
L100001041897,way/372701897-765
L100001042212,way/360424761-765
L100001042518,way/360424761-765
L100001041427,IN583-765
L100000829579,IN798-765
L100000829561,way/688672798-765
L100000829562,way/1127651311-765
L100000829563,way/1127651311-765
L100000829564,way/1127651311-765
L100000829565,way/1127651311-765
L100000829566,way/1127651311-765
L100000829567,way/1127651311-765
L100000829569,way/1127651311-765
L100000829570,way/688672798-765
L100000829571,way/688672798-765
L100000829573,way/688672798-765
L100000829574,way/1127651311-765
L100000829575,way/1127651311-765
L100000829576,way/1127651311-765
L100000829538,way/688672798-765
L100000829539,way/453513742-765
L100001042315,IN749-765
L100001041319,way/355560316-765
L100001041487,way/355560316-765
L100001041507,way/355560316-765
L100001041511,way/355560316-765
L100001042659,way/355560316-765
L100001041695,way/355560316-765
L100001041839,way/355560316-765
L100001042149,way/355560316-765
L100001042151,way/355560316-765
L100000829540,way/355560316-765
L100001041500,way/386153973-765
L100001041505,way/386153973-765
L100001041985,way/386153973-765
L100001042501,way/688672798-765
L100001042650,way/688672798-765
L100000829542,way/372701897-765
L100001041821,way/840600239-765
L100001042598,way/355560316-765
L100001041690,way/203673991-400
L100001041887,way/203673991-400
L100001041878,IN289-765
L100000829543,way/801704865-765
L100001042332,IN42-765
L100000829544,way/355560316-765
L100000829545,way/466424134-765
L100001041305,way/751947947-765
L100000829546,way/1207477934-765
L100001041640,way/425401901-765
L100001042575,IN806-765
L100000829547,way/318090288-765
L100000829548,way/118228036-400
L100000829549,way/311933111-765
L100001042646,IN539-765
L100001042656,IN539-765
L100001042366,way/506461670-765
L100001042145,way/355560316-765
L100001041676,way/429459345-765
L100001041720,way/429459345-765
L100000829554,way/466424134-765
L100000829555,way/801704865-765
L100000829556,way/801704865-765
L100000829558,way/355560316-765
L100001041819,IN684-765
L100000829559,way/355560316-765
L100001041671,way/355560316-765
L100001041604,way/801704865-765
L100001042654,way/801704865-765
L100000829560,way/293597835-765
L100001041390,way/355560316-765
L100001041667,way/355560316-765
L100001042150,way/355560316-765
L100001042663,way/355560316-765
L100001042523,way/293597835-765
L100001042103,way/655683221-765
L100001041902,IN798-765
L100001041817,way/801704865-765
L100001041567,way/331275940-765
L100001042638,way/331275940-765
L100001041708,way/1127651311-765
L100001041829,way/323266562-765
L100001041387,way/801704865-765
L100000829577,IN42-765
L100000829578,IN42-765
L100001042507,way/1207477934-765
L100000829580,way/355560316-765
L100000829581,IN798-765
L100000829582,IN798-765
L100000829583,IN798-765
L100001041649,IN798-765
L100001042005,IN798-765
L100001041993,IN798-765
L100001042198,way/386018740-765
L100001041361,way/331275940-765
L100000829584,way/386018740-765
L100000829585,way/473902678-765
L100000829586,way/473902678-765
L100000829587,way/417569420-765
L100001042612,way/315824842-765
L100000829589,way/318090288-765
L100000829590,way/318050929-765
L100000829591,way/318090288-765
L100000829592,IN42-765
L100001041371,way/311118424-765
L100000829594,way/473902678-765
L100001041662,way/386018740-765
L100000829597,way/248385304-765
L100001042108,IN146-765
L100000829598,way/655683221-765
L100000829599,way/96821783-400
L100000829600,way/96821783-400
L100001041280,way/688672798-765
L100001041684,way/688672798-765
L100001041685,way/688672798-765
L100001042025,way/688672798-765
L100001042026,way/688672798-765
L100001041571,way/409112085-765
L100001041352,IN659-765
L100001042090,IN659-765
L100000829602,way/655683221-765
L100001042561,IN199-765
L100001041384,way/247861059-765
L100000829603,way/318090288-765
L100000829604,way/654736039-765
L100000829605,way/654736039-765
L100001042283,IN42-765
L100000829606,IN473-765
L100000829607,way/247861059-765
L100000829608,way/247861059-765
L100000829609,way/247861059-765
L100000829610,way/247861059-765
L100001042017,way/247861059-765
L100001041703,way/386153973-765
L100000829611,way/608461884-765
L100000829613,way/372701897-765
L100001041669,way/372701897-765
L100001041877,way/372701897-765
L100001042472,way/688672798-765
L100001041301,IN809-765
L100001041807,way/355560316-765
L100001041808,way/355560316-765
L100001041729,way/492377703-765
L100000829614,way/429459345-765
L100001041603,way/386018740-765
L100000829615,way/607439318-765
L100000829617,way/631917408-765
L100001042626,IN145-400
L100000829618,way/688672798-765
L100000829619,way/688672798-765
L100000829620,way/688672798-765
L100000829621,way/1127651311-765
L100001042619,way/311933111-765
L100001042620,way/311933111-765
L100001042556,way/688672798-765
L100001042285,IN42-765
L100001042484,way/688672798-765
L100000829623,way/1127651311-765
L100000829624,way/1127651311-765
L100001041276,IN489-765
L100001042058,IN489-765
L100001041584,way/386018740-765
L100001042137,IN473-765
L100001042573,way/318090288-765
L100001041296,IN801-765
L100001041929,IN798-765
L100001041946,IN798-765
L100001042181,IN798-765
L100001042266,IN798-765
L100001042182,IN798-765
L100001042260,IN798-765
L100001042263,IN798-765
L100001042265,IN798-765
L100001041744,way/293597835-765
L100001042426,way/1127651311-765
L100001041595,way/386018740-765
L100001041973,way/1127651311-765
L100001041974,way/1127651311-765
L100001041975,way/1127651311-765
L100001042019,way/1127651311-765
L100001042024,way/1127651311-765
L100001042464,way/1127651311-765
L100001042553,way/1127651311-765
L100001042416,way/1127651311-765
L100001042457,way/1127651311-765
L100001042459,way/1127651311-765
L100001041331,way/318090288-765
L100001042098,way/318090288-765
L100000829628,way/1206014676-765
L100001041297,IN803-765
L100001041316,IN803-765
L100001042249,IN803-765
L100001042252,IN803-765
L100001042253,IN803-765
L100001041318,way/318090288-765
L100001041454,way/473902678-765
L100001041701,way/473902678-765
L100001041552,way/473902678-765
L100001042406,way/439006823-400
L100000829629,way/466424134-765
L100000829630,way/293597835-765
L100001042614,way/506461670-765
L100001042615,way/506461670-765
L100001042616,way/506461670-765
L100001042617,way/506461670-765
L100001042367,way/506461670-765
L100001042379,IN375-765
L100000829631,way/372701897-765
L100000829633,way/311933111-765
L100000829634,way/311933111-765
L100000829635,way/311933111-765
L100001041900,way/311933111-765
L100001041901,way/311933111-765
L100001042370,way/311933111-765
L100001042541,way/923365745-765
L100000829637,way/801704865-765
L100000829638,IN798-765
L100000829639,IN806-765
L100000829640,way/315823978-765
L100001042234,way/1206014676-765
L100001042235,way/1206014676-765
L100001042633,way/166692103-400
L100001041812,way/352619220-765
L100001041273,way/801704865-765
L100001041889,way/801704865-765
L100001041712,IN218-765
L100001042040,IN218-765
L100001042041,IN218-765
L100001042557,IN218-765
L100000829642,way/688672798-765
L100001042545,way/372701897-765
L100001042111,way/372701897-765
L100000829643,way/425401901-765
L100000829655,way/429459345-765
L100001041341,way/492377703-765
L100001042571,way/492377703-765
L100000829647,way/1415199647-765
L100000829648,way/1415199647-765
L100000829649,way/1415199647-765
L100001042442,way/1127651311-765
L100000829650,IN148-765
L100000829651,way/386018740-765
L100000829652,way/386018740-765
L100000829653,way/360424761-765
L100000829654,way/360424761-765
L100001042648,way/492377703-765
L100000829658,way/654736039-765
L100000829659,way/654736039-765
L100001041617,way/409158116-765
L100001041542,way/688672798-765
L100001041558,way/331275940-765
L100001042676,way/331275940-765
L100001042016,way/801704865-765
L100000829660,way/654736039-765
L100001041355,way/655683221-765
L100001041338,way/923365745-765
L100001042611,IN279-765
L100001042653,way/331275940-765
L100001041572,way/409112085-765
L100001041425,way/1012817818-400
L100001042599,way/355560316-765
L100001041414,way/420797421-765
L100001041428,way/420797421-765
L100001041767,way/417569420-765
L100001041872,way/420797421-765
L100000829662,way/408924420-765
L100000829663,way/311176519-765
L100000829665,way/372701897-765
L100000829666,way/372701897-765
L100000829667,way/801704865-765
L100001042134,way/318050929-765
L100001042135,way/318050929-765
L100000829668,way/473902678-765
L100001041936,way/372701897-765
L100000829669,way/429459345-765
L100001041327,way/248385304-765
L100000829670,way/466424134-765
L100000829671,way/466424134-765
L100001041388,IN246-765
L100001041432,way/360424761-765
L100000829672,IN684-765
L100001041557,way/1127651311-765
L100001042443,way/1127651311-765
L100001042448,way/1127651311-765
L100001042505,way/1127651311-765
L100001042552,way/1127651311-765
L100001041933,way/315823978-765
L100001042273,way/315823978-765
L100001041395,IN555-765
L100000829675,way/355560316-765
L100000829678,IN803-765
L100000829679,way/1127651311-765
L100000829680,way/1127651311-765
L100000829681,way/1127651311-765
L100000829682,way/1127651311-765
L100000829683,way/1127651311-765
L100000829684,way/1127651311-765
L100000829685,way/1127651311-765
L100000829686,way/801704865-765
L100001041531,way/1074489047-765
L100001041952,way/1074489047-765
L100001042213,way/193216698-765
L100001041562,way/1207477934-765
L100000829687,way/688672798-765
L100000829688,way/688672798-765
L100001041666,way/923365745-765
L100000829689,way/1143180503-765
L100001041564,way/801704865-765
L100000829690,way/105373531-765
L100001041502,way/492377703-765
L100001041760,way/492377703-765
L100000829691,way/492377703-765
L100000829692,way/355560316-765
L100001041657,IN529-765
L100001041971,way/1127651311-765
L100001041972,way/1127651311-765
L100001042021,way/1127651311-765
L100001042022,way/1127651311-765
L100001042023,way/1127651311-765
L100001042408,way/1127651311-765
L100001041443,way/655683221-765
L100001041450,way/655683221-765
L100001041412,IN267-765
L100001041787,IN267-765
L100001041864,way/386153973-765
L100001042195,way/386153973-765
L100000829695,way/355560316-765
L100000829696,way/355560316-765
L100001041910,way/355560316-765
L100001042356,IN202-765
L100001041466,IN42-765
L100001042032,way/688672798-765
L100001042479,way/688672798-765
L100001041885,way/372701897-765
L100001042169,way/698045832-765
L100000829701,way/355560316-765
L100000829702,way/429459345-765
L100000829703,way/311176519-765
L100000829704,way/311176519-765
L100000829705,way/311176519-765
L100000829706,way/311176519-765
L100000829707,way/311176519-765
L100000829708,way/311176519-765
L100001041605,way/801704865-765
L100001041358,way/429459345-765
L100001042011,way/429459345-765
L100000829709,way/386018740-765
L100001042015,way/247861059-765
L100001041458,IN659-765
L100001041461,IN659-765
L100001041912,IN659-765
L100001042521,way/492377703-765
L100000829710,way/1127651311-765
L100001041682,way/372701897-765
L100001042060,way/688672798-765
L100001042277,way/466424134-765
L100001042395,way/323266562-765
L100001041326,way/315477169-765
L100000829711,way/355560316-765
L100001041492,way/355560316-765
L100001041679,way/355560316-765
L100001041694,way/355560316-765
L100001041762,way/355560316-765
L100001041840,way/355560316-765
L100001042141,way/311176519-765
L100001042143,way/311176519-765
L100001041488,way/355560316-765
L100001041508,way/355560316-765
L100001041399,way/355560316-765
L100001041479,way/355560316-765
L100001041506,way/355560316-765
L100000829715,way/355560316-765
L100000829716,way/355560316-765
L100001041283,way/386153973-765
L100001041705,way/386153973-765
L100001041645,way/372701897-765
L100000829717,way/801704865-765
L100000829718,way/492377703-765
L100001041497,way/429459345-765
L100000829720,way/429459345-765
L100001041363,way/293597835-765
L100001041509,way/293597835-765
L100000829722,way/492377703-765
L100001041494,way/355560316-765
L100000829723,way/492377703-765
L100001041339,way/631917408-765
L100001041439,way/631917408-765
L100000829724,way/355560316-765
L100001041376,way/360424761-765
L100001042012,way/360424761-765
L100001042380,IN365-765
L100000829725,way/801704865-765
L100000829726,way/801704865-765
L100001042318,way/801704865-765
L100001041347,way/360424761-765
L100001041424,way/360424761-765
L100001041442,way/360424761-765
L100001042563,way/688672798-765
L100000829728,way/355560316-765
L100001041706,way/473902678-765
L100000829730,way/492377703-765
L100001041582,way/466424134-765
L100001041302,IN803-765
L100001042294,IN803-765
L100001042297,IN803-765
L100001042536,IN803-765
L100001042092,IN659-765
L100000829731,way/506461670-765
L100000829732,way/318090288-765
L100001041289,way/492377703-765
L100001041362,way/293597835-765
L100000829734,way/355560316-765
L100001041596,way/923365745-765
L100000829735,way/360424761-765
L100000829736,way/342204888-765
L100000829756,way/801704865-765
L100001041556,way/801704865-765
L100001041860,way/473902678-765
L100001041958,way/473902678-765
L100001042421,way/473902678-765
L100001041846,way/355560316-765
L100001041419,IN684-765
L100001041620,way/1207477934-765
L100001041798,way/923365745-765
L100001042340,way/923365745-765
L100001042624,way/209806650-400
L100001041987,way/1001700959-765
L100001041591,way/1207477934-765
L100001042043,way/331275940-765
L100001041398,way/372701897-765
L100001042203,way/608461884-765
L100001042205,way/608461884-765
L100001042206,way/608461884-765
L100001042502,way/608461884-765
L100001042485,way/688672798-765
L100001041274,way/1127651311-765
L100001041959,way/1127651311-765
L100001042409,way/1127651311-765
L100001041513,way/492377703-765
L100001041738,way/492377703-765
L100001041285,way/331275940-765
L100001041714,way/331275940-765
L100001041654,way/688672711-765
L100001041963,way/1127651311-765
L100001041964,way/1127651311-765
L100001041965,way/1127651311-765
L100001041966,way/1127651311-765
L100001042410,way/1127651311-765
L100001042089,way/608461884-765
L100001042094,way/608461884-765
L100000829746,IN10-765
L100001041721,way/688672711-765
L100001041967,way/1127651311-765
L100001041969,way/1127651311-765
L100001042414,way/1127651311-765
L100001042415,way/1127651311-765
L100001041456,way/318090288-765
L100001041886,way/118228036-400
L100001041570,way/1207477934-765
L100001042101,IN473-765
L100001042435,way/1127651311-765
L100001042436,way/1127651311-765
L100001042445,way/1127651311-765
L100001042082,way/492377703-765
L100001042122,way/293597835-765
L100001042529,way/492377703-765
L100001042532,way/655683221-765
L100000829748,way/608461884-765
L100001042365,way/409112085-765
L100000829749,way/801704865-765
L100001042424,way/331275940-765
L100001042364,way/409112085-765
L100001042049,way/331275940-765
L100001041691,IN295-765
L100001041692,IN292-765
L100001042329,IN295-765
L100001042609,IN295-765
L100001042610,IN295-765
L100001041941,way/466424134-765
L100000829751,way/248385304-765
L100000829752,way/248385304-765
L100000829753,way/248385304-765
L100000829754,way/248385304-765
L100000829755,way/372701897-765
L100001042167,way/608461884-765
L100001042107,way/369866141-765
L100001042068,IN191-765
L100001042462,way/1127651311-765
L100001042463,way/1127651311-765
L100000829758,way/466424134-765
L100001041891,IN473-765
L100001042286,way/425401901-765
L100001041344,IN803-765
L100001042000,IN803-765
L100001042002,IN803-765
L100001042658,IN803-765
L100001041579,IN749-765
L100000829761,way/209826798-765
L100000829762,way/209826798-765
L100000829763,way/209826798-765
L100001042404,way/205942950-400
L100001042360,way/1415199647-765
L100001042361,way/1415199647-765
L100000829767,way/355560316-765
L100001042131,way/608461884-765
L100001042581,way/608461884-765
L100001042582,way/608461884-765
L100001041949,way/466424134-765
L100001042209,way/315477169-765
L100001041343,way/1127651311-765
L100001041907,way/1127651311-765
L100001041968,way/1127651311-765
L100001041970,way/1127651311-765
L100001042447,way/1127651311-765
L100001042411,way/1127651311-765
L100001042412,way/1127651311-765
L100001042413,way/1127651311-765
L100001042446,way/1127651311-765
L100001042450,way/1127651311-765
L100001042451,way/1127651311-765
L100001042506,way/1127651311-765
L100001042549,way/1127651311-765
L100001041438,way/323266562-765
L100001042396,way/323266562-765
L100001042622,way/323266562-765
L100001041563,way/315823978-765
L100000829768,way/1206014676-765
L100000829769,way/1207477934-765
L100001042316,way/801704865-765
L100000829770,way/801704865-765
L100001041717,way/473902678-765
L100000829771,way/425401901-765
L100000829776,way/355560316-765
L100001041687,way/245128370-765
L100001041514,way/386018740-765
L100001042158,way/386018740-765
L100001041447,way/408924420-765
L100001041453,way/408924420-765
L100001041323,way/1206014676-765
L100001041543,way/425401901-765
L100001041625,way/425401901-765
L100001042289,way/1206014676-765
L100001042497,way/1206014676-765
L100001042156,way/386018740-765
L100001042632,way/386018740-765
L100000829779,way/386018740-765
L100001041529,way/386153973-765
L100001041678,way/386153973-765
L100000829780,way/1207477934-765
L100001041268,way/801704865-765
L100000829781,way/355560316-765
L100001041815,way/801704865-765
L100000829782,IN798-765
L100001041291,IN798-765
L100001041515,IN798-765
L100001041522,IN798-765
L100001041530,IN798-765
L100001042185,IN798-765
L100001041921,IN798-765
L100001041922,IN798-765
L100001042183,IN798-765
L100001042184,IN798-765
L100001042187,IN798-765
L100001042188,IN798-765
L100001042264,IN798-765
L100001042543,IN798-765
L100001041630,way/923365745-765
L100001042036,way/688672798-765
L100001042038,way/688672798-765
L100001042478,way/688672798-765
L100001042559,way/688672798-765
L100001041633,way/118228036-400
L100001041764,way/247861059-765
L100000829786,way/209826798-765
L100000829787,way/323266562-765
L100000829788,IN659-765
L100001042112,way/372701897-765
L100001042512,way/545571850-765
L100001041805,IN809-765
L100001042326,way/408924420-765
L100000829789,way/311103617-765
L100001042237,way/1206014676-765
L100001042239,way/1206014676-765
L100001042241,IN809-765
L100001042242,way/1206014676-765
L100001042244,IN809-765
L100001042093,IN659-765
L100000829791,way/1127651311-765
L100000829792,way/355560316-765
L100000829795,way/355560316-765
L100001041485,way/386018740-765
L100001041504,way/386018740-765
L100000829796,way/801704865-765
L100001041950,way/425401901-765
L100000829798,way/466424134-765
L100001041825,IN440-400
L100001041822,way/408924420-765
L100001042401,IN325-400
L100001041981,way/342204888-765
L100001041664,way/1207477934-765
L100001041814,way/801704865-765
L100001041366,way/840600239-765
L100000829804,way/492377703-765
L100000829805,way/293597835-765
L100000829806,IN798-765
L100000829807,IN798-765
L100001042139,way/311571096-765
L100000829808,IN599-765
L100000829809,IN489-765
L100001042618,way/506461670-765
L100001041718,way/331275940-765
L100001042470,way/331275940-765
L100000829811,way/429459345-765
L100001041539,way/759521252-765
L100001042671,way/759521252-765
L100000829813,IN191-765
L100001042397,way/248385304-765
L100001042565,IN659-765
L100001041413,way/429459345-765
L100001042061,way/688672798-765
L100001042062,way/688672798-765
L100001041934,way/1077819664-765
L100000829815,way/1143180503-765
L100000829816,way/688672711-765
L100000829817,way/688672711-765
L100000829818,way/439006823-400
L100001041317,way/323266562-765
L100000829819,way/1415199647-765
L100001042359,way/1415199647-765
L100000829820,IN801-765
L100001042276,way/466424134-765
L100000829821,way/654736039-765
L100000829822,way/654736039-765
L100000829823,way/654736039-765
L100000829824,way/429459345-765
L100000829825,IN803-765
L100001041404,way/1207477934-765
L100001041555,way/1207477934-765
L100001041601,way/1207477934-765
L100001041609,way/1207477934-765
L100000829826,way/801704865-765
L100001041734,way/315823978-765
L100001041357,IN135-765
L100000829827,way/492377703-765
L100001041378,way/492377703-765
L100000829828,IN803-765
L100000829829,way/1207477934-765
L100001041325,way/654736039-765
L100001041440,way/654736039-765
L100001041441,way/654736039-765
L100001041451,way/1143180503-765
L100001041874,way/654736039-765
L100000829830,way/492377703-765
L100001042272,way/315823978-765
L100001041490,way/386153973-765
L100000829831,IN803-765
L100000829832,way/425401901-765
L100001042339,IN742-765
L100001041899,IN798-765
L100000829833,way/386018740-765
L100000829834,IN809-765
L100001041674,way/386018740-765
L100001041743,way/492377703-765
L100001042577,way/492377703-765
L100001041773,way/355560316-765
L100001042196,way/355560316-765
L100001042321,way/840600239-765
L100001042322,way/840600239-765
L100001042324,way/840600239-765
L100001041948,IN684-765
L100000829837,way/386018740-765
L100000829838,way/245128370-765
L100001042336,way/315824842-765
L100001041905,way/1127651311-765
L100001042444,way/1127651311-765
L100000829839,way/1207477934-765
L100001042140,IN142-765
L100000829840,way/654736039-765
L100001041446,way/631917408-765
L100000829843,way/545571850-765
