GEM location ID,bus_id
L100000830266,way/759521252-765
L100000830267,way/759521252-765
L100000830268,way/759521252-765
L100000830269,way/759521252-765
L100001041816,way/342204888-765
L100000830270,way/386018740-765
L100001041501,way/429459345-765
L100001041859,way/429459345-765
L100000830271,way/429459345-765
L100001041463,way/201845280-765
L100001041731,way/492377703-765
L100001041751,way/355560316-765
L100000830272,way/492377703-765
L100001041593,way/409158116-765
L100000830273,way/316463122-765
L100000830274,way/245128370-765
L100000830275,way/545571850-765
L100001041524,way/247861059-765
L100001041653,way/372701897-765
L100001041696,way/357515226-765
L100001041702,IN659-765
L100001041865,way/473902678-765
L100001041727,way/473902678-765
L100001041777,IN101-765
L100001041781,IN85-765
L100001041843,IN85-765
L100000601806,IN42-765
L100001023065,IN798-765
L100000601807,IN10-765
L100000601808,way/492377703-765
L100000601809,IN145-400
L100000601810,way/372701897-765
L100001025845,IN145-400
L100000601811,IN42-765
L100000601812,IN145-400
L100000601813,IN10-765
L100000601814,IN10-765
L100000601815,IN10-765
L100000604167,way/1072445901-400
L100000601816,IN10-765
L100000601817,way/323266562-765
L100000604169,IN684-765
L100000601818,IN684-765
L100000601819,way/149822703-400
L100001023066,IN367-765
L100000601820,IN367-765
L100000601821,IN10-765
L100000601822,way/319423421-765
L100000601823,IN617-765
L100000601824,IN42-765
L100001023067,IN10-765
L100000601825,way/372701897-765
L100000601826,way/372701897-765
L100001025750,IN10-765
L100001025767,IN155-400
L100000604174,way/473902678-765
L100000601827,IN659-765
L100000601828,IN659-765
L100000601829,IN659-765
L100000601830,way/473902678-765
L100001022797,way/473902678-765
L100000601831,IN684-765
L100000601832,IN42-765
L100000601833,IN42-765
L100000601834,IN42-765
L100001023068,IN10-765
L100000601835,IN10-765
L100000601836,IN10-765
L100000601837,IN10-765
L100000601838,IN10-765
L100000601839,IN42-765
L100000601840,IN10-765
L100000601841,IN42-765
L100000601842,IN42-765
L100001025751,IN42-765
L100001025752,IN684-765
L100000604196,IN748-765
L100001025860,way/409158116-765
L100000601844,way/352619220-765
L100000601845,IN155-400
L100000601846,IN263-400
L100001022799,way/1072445901-400
L100000601847,way/372701897-765
L100000601848,IN145-400
L100000601849,IN145-400
L100000601850,IN610-765
L100000601851,way/514344408-765
L100001023069,IN42-765
L100001025753,IN282-765
L100001025754,IN10-765
L100000601852,way/352619220-765
L100000601853,IN145-400
L100000601854,way/610646823-400
L100000601855,IN155-400
L100000601856,way/375941438-400
L100000601857,way/375941438-400
L100001025854,IN10-765
L100000601858,IN10-765
L100000601859,IN10-765
L100000601860,IN10-765
L100000601861,IN684-765
L100000601862,IN145-400
L100000601863,IN145-400
L100001025852,IN145-400
L100000601864,IN145-400
L100000601865,way/311571096-765
L100000601866,way/311571096-765
L100000604221,IN748-765
L100000601867,way/372701897-765
L100000601868,IN42-765
L100000601869,way/355560316-765
L100000601870,way/473902678-765
L100001023070,IN42-765
L100000601871,IN599-765
L100001025757,IN42-765
L100000601872,IN10-765
L100000601873,way/610646823-400
L100001025859,IN685-765
L100000601874,way/355560316-765
L100000601875,IN10-765
L100000601876,way/353914865-765
L100001025797,way/324059200-400
L100000601877,IN145-400
L100000601878,IN583-765
L100000601879,IN583-765
L100000601843,IN586-765
L100001046131,IN586-765
L100000601880,IN145-400
L100000601881,way/429459345-765
L100000601882,IN145-400
L100000601883,IN798-765
L100000601884,IN806-765
L100000601885,IN808-765
L100000601886,way/698045832-765
L100000601887,IN684-765
L100000601888,way/324059200-400
L100000601889,IN42-765
L100001025758,way/610646823-400
L100000601890,IN42-765
L100000601891,way/311571096-765
L100000601892,IN42-765
L100000601893,IN155-400
L100000601894,IN798-765
L100000601895,IN488-765
L100000601896,way/429459345-765
L100001023071,way/1206014676-765
L100000601897,IN145-400
L100000601898,way/429459345-765
L100000601899,IN42-765
L100000601900,way/429459345-765
L100000601901,way/429459345-765
L100000601902,IN145-400
L100001025861,way/315823978-765
L100000601903,way/375084335-400
L100001025856,way/196933682-765
L100000601904,IN610-765
L100000601905,way/439006823-400
L100000601906,IN42-765
L100000604255,way/409112085-765
L100000601907,IN42-765
L100000601908,way/409112085-765
L100001023072,way/439006823-400
L100001023073,IN42-765
L100000601909,IN42-765
L100000601910,IN10-765
L100001023074,way/473902678-765
L100001025805,way/610646823-400
L100000601911,IN10-765
L100000601912,IN10-765
L100000601913,IN10-765
L100000601914,IN10-765
L100000601915,way/514344408-765
L100000601916,way/429459345-765
L100000601917,way/372701897-765
L100000604258,way/1072445901-400
L100000601918,way/439006823-400
L100000601919,IN42-765
L100000601920,way/372701897-765
L100000601921,IN42-765
L100000601922,IN42-765
L100000601923,IN42-765
L100000601924,way/429459345-765
L100000601925,way/429459345-765
L100000601926,way/429459345-765
L100000601927,way/429459345-765
L100000601928,way/429459345-765
L100000601929,IN798-765
L100001046126,IN798-765
L100000601930,IN798-765
L100000601931,IN798-765
L100000601932,IN798-765
L100000604260,way/409112085-765
L100000601933,IN10-765
L100000601934,IN798-765
L100000601935,IN10-765
L100000601936,IN265-400
L100000601937,IN265-400
L100001046138,IN260-400
L100001023075,IN260-400
L100000601938,IN42-765
L100000601939,IN42-765
L100000601940,IN42-765
L100001023076,way/355560316-765
L100001025759,way/1099365556-400
L100000601941,way/1099365556-400
L100000601942,IN10-765
L100000601943,way/386018740-765
L100000601944,way/439006823-400
L100000601945,IN806-765
L100000601946,IN145-400
L100000601947,IN684-765
L100000601948,IN684-765
L100000601949,way/149822703-400
L100000601950,IN10-765
L100000601951,IN10-765
L100000601952,IN10-765
L100000601953,IN684-765
L100001023077,IN264-765
L100000604272,way/608461884-765
L100000601954,way/355560316-765
L100000604273,way/698045832-765
L100001046132,IN486-765
L100000601955,IN486-765
L100001023078,way/118228036-400
L100000601956,IN10-765
L100000601957,IN10-765
L100000601958,way/473902678-765
L100001025760,IN10-765
L100000601959,IN42-765
L100000601960,IN42-765
L100001025761,IN684-765
L100000601962,way/386153973-765
L100001046133,way/386153973-765
L100000601963,way/386153973-765
L100000601964,way/409112085-765
L100000601965,IN145-400
L100000601966,IN42-765
L100000601967,IN10-765
L100001046146,IN10-765
L100001046147,IN10-765
L100001046148,IN10-765
L100000601968,way/374367235-400
L100000601969,IN265-400
L100000601970,IN145-400
L100000601971,way/610646823-400
L100000601972,way/923365745-765
L100001025617,way/923365745-765
L100001023080,way/923365745-765
L100001023079,way/923365745-765
L100001025768,IN42-765
L100000601973,IN42-765
L100000601974,IN145-400
L100000601975,IN42-765
L100001025865,way/386018740-765
L100000601976,IN42-765
L100000601977,IN145-400
L100001023081,IN806-765
L100000601978,IN10-765
L100000601979,way/610646823-400
L100001025851,IN145-400
L100001023082,IN10-765
L100000601980,IN265-400
L100001025756,way/1099365556-400
L100000601981,way/610646823-400
L100000601982,way/196933682-765
L100001045992,IN610-765
L100001022800,IN145-400
L100000601983,way/698045832-765
L100000604303,way/315823978-765
L100000604307,IN748-765
L100000604308,IN748-765
L100000601984,IN10-765
L100000604311,IN155-400
L100001045993,way/196933682-765
L100000604092,way/352619220-765
L100000601986,way/118228036-400
L100000601987,way/97392607-400
L100001025857,IN659-765
L100000601988,way/610646823-400
L100001025806,way/375084335-400
L100000601989,IN42-765
L100000601990,IN42-765
L100000601991,way/375084335-400
L100000604314,way/429459345-765
L100000601992,IN145-400
L100000604316,way/409158116-765
L100000601993,way/408924420-765
L100000601994,IN806-765
L100001025804,way/610646823-400
L100000601995,IN42-765
L100000601996,way/315823978-765
L100000601997,IN684-765
L100000601998,IN10-765
L100001046136,IN798-765
L100000601999,way/386018740-765
L100000602000,way/923365745-765
L100000602001,IN10-765
L100000602002,way/149822703-400
L100001023083,IN798-765
L100000602003,IN798-765
L100000602004,way/311571096-765
L100000604330,way/409158116-765
L100001023084,way/423702239-765
L100001025858,IN748-765
L100000602005,IN42-765
L100000602006,IN42-765
L100001025762,IN155-400
L100001023085,IN155-400
L100000602007,IN155-400
L100000602008,IN42-765
L100000602009,way/375084335-400
L100001025769,IN155-400
L100001023086,IN155-400
L100000602010,IN155-400
L100000602011,IN10-765
L100000602012,way/386153973-765
L100000602013,IN10-765
L100000602014,IN607-765
L100000602015,IN10-765
L100000602016,way/196933682-765
L100000602017,IN155-400
L100001025763,IN42-765
L100000602018,way/1206014676-765
L100000602019,IN10-765
L100001025764,IN155-400
L100000602020,IN42-765
L100000602021,IN10-765
L100000602022,IN599-765
L100000602023,IN42-765
L100000602024,IN529-765
L100000602025,IN529-765
L100001025801,way/610646823-400
L100000604345,way/492377703-765
L100000602026,IN10-765
L100000602027,IN42-765
L100000602028,IN42-765
L100000602029,IN42-765
L100001023087,IN806-765
L100000602030,IN10-765
L100000602031,way/311571096-765
L100000602032,IN10-765
L100000602033,IN10-765
L100000602034,way/355560316-765
L100000604350,way/355560316-765
L100000602035,way/386153973-765
L100001023088,IN798-765
L100001023089,IN798-765
L100000602036,IN42-765
L100000602037,IN42-765
L100000602038,IN145-400
L100000602039,IN145-400
L100001025802,IN145-400
L100001025803,IN145-400
L100001025800,IN265-400
L100000602040,way/97392607-400
L100000604356,way/315823978-765
L100000602041,IN42-765
L100000602042,IN42-765
L100001025855,way/688672798-765
L100000602043,IN145-400
L100000602044,IN145-400
L100000604357,IN742-765
L100000602045,IN42-765
L100000602046,way/315823978-765
L100000602047,way/315823978-765
L100000602048,IN145-400
L100000604363,way/311571096-765
L100000602049,way/610646823-400
L100000602050,IN42-765
L100000602051,IN42-765
L100000602052,way/352619220-765
L100000602053,IN10-765
L100000602054,IN42-765
L100000604369,way/429459345-765
L100000602055,IN155-400
L100000602056,IN145-400
L100000602057,IN145-400
L100000602058,way/610646823-400
L100000602059,way/610646823-400
L100001023090,way/116541259-400
L100000602060,IN155-400
L100000602061,IN155-400
L100000602062,way/116541259-400
L100000602063,IN155-400
L100000602064,IN155-400
L100000602065,IN155-400
L100000602066,IN155-400
L100000602067,IN155-400
L100000602068,IN42-765
L100000604372,IN42-765
L100001025798,way/97392607-400
L100000602069,IN10-765
L100000602070,IN10-765
L100000602071,IN42-765
L100001023091,way/429459345-765
L100000602072,IN155-400
L100000602073,IN10-765
L100000604373,way/1072445901-400
L100000602074,IN10-765
L100001023092,way/374367235-400
L100000602075,way/1072445901-400
L100000602076,way/149822703-400
L100000602078,IN10-765
L100000602079,IN10-765
L100000602080,way/331275940-765
L100001046141,IN260-400
L100001025866,way/196933682-765
L100001046143,IN10-765
L100001046144,IN10-765
L100000602077,IN10-765
L100000602081,way/409112085-765
L100000602082,way/409112085-765
L100000604378,way/409112085-765
L100000602083,IN684-765
L100000604379,way/923365745-765
L100000602084,IN10-765
L100000602085,way/375084335-400
L100000602086,IN10-765
L100000602087,IN10-765
L100000602088,way/352619220-765
L100001023093,way/473902678-765
L100000602089,way/355560316-765
L100000604384,way/355560316-765
L100001025864,way/245128370-765
L100001025863,IN749-765
L100000602090,IN42-765
L100000602091,IN42-765
L100000602092,IN42-765
L100001025755,IN265-400
L100000602093,IN265-400
L100000602094,IN265-400
L100000604389,IN659-765
L100001023094,IN42-765
L100001025862,way/315823978-765
L100000602096,IN145-400
L100000602097,IN145-400
L100000602098,IN42-765
L100000604395,way/409158116-765
